pesticide_category,active_substance_ru,current_result,resolved_system,resolved_group,resolved_group_name,possible_english_candidate,confidence,recommendation
fungicides,Циазофамид,resolved,FRAC,21,QiI-fungicides,,high,already resolved
fungicides,цимоксанил,resolved,FRAC,27,Cyanoacetamide-oxime,,high,already resolved
fungicides,цимоксанила,unknown,,,группа не определена,,low,needs manual review
fungicides,Цинеб,resolved,FRAC,M03,Dithiocarbamates and relatives,,high,already resolved
fungicides,Ципродинил,resolved,FRAC,9,Anilino-pyrimidines / AP,,high,already resolved
fungicides,Ципроконазол,resolved,FRAC,3,DMI-fungicides / SBI Class I,,high,already resolved
fungicides,цифлуфенамид,unknown,,,группа не определена,cyflufenamid,high,add alias
fungicides,Эмамектин бензоат,unknown,,,группа не определена,emamectin benzoate,high,add alias
fungicides,эпоксиконазол,resolved,FRAC,3,DMI-fungicides / SBI Class I,,high,already resolved
insecticides,Bacillus firmus( I-1582)) БАСФ Корпорэйшн,unknown,,,группа не определена,,low,needs manual review
insecticides,Абамектин,resolved,IRAC,6,Glutamate-gated chloride channel (GluCl) allosteric modulators,,high,already resolved
insecticides,Абамектин) «РОТАМ Лтд»,resolved,IRAC,6,Glutamate-gated chloride channel (GluCl) allosteric modulators,,high,already resolved
insecticides,Аверсектин С,unknown,,,группа не определена,,low,needs manual review
insecticides,Азадирахтин,unknown,,,группа не определена,,low,needs manual review
insecticides,Азоксистробин,unknown,,,группа не определена,azoxystrobin,high,add alias
insecticides,Альфа-ципермeтрин,unknown,,,группа не определена,,low,needs manual review
insecticides,Альфа-ципермeтрин) Агрия АД,unknown,,,группа не определена,,low,needs manual review
insecticides,Альфа-ципермeтрин) Ариста ЛайфСайенс Бенилюкс СПРЛ,unknown,,,группа не определена,,low,needs manual review
insecticides,Альфа-ципермeтрин) БАСФ Агро Б.В.,unknown,,,группа не определена,,low,needs manual review
insecticides,Альфа-ципермeтрин) Батор Агри Кфт.,unknown,,,группа не определена,,low,needs manual review
insecticides,альфа-циперметрин,resolved,IRAC,3A,Sodium channel modulators,,high,already resolved
insecticides,Алюминия фосфид,unknown,,,группа не определена,,low,needs manual review
insecticides,Алюминия фосфид) Детиа Дегеш ГмбХ,unknown,,,группа не определена,,low,needs manual review
insecticides,Алюминия фосфид) Рейнбоу Кропсайенсиз Кфт.,unknown,,,группа не определена,,low,needs manual review
insecticides,Ацетамиприд,resolved,IRAC,4A,Nicotinic acetylcholine receptor (nAChR) competitive modulators,,high,already resolved
insecticides,Ацетамиприд) Агрия АД,resolved,IRAC,4A,Nicotinic acetylcholine receptor (nAChR) competitive modulators,,high,already resolved
insecticides,"Ацетамиприд) Ниппон Сода Ко., Лтд",resolved,IRAC,4A,Nicotinic acetylcholine receptor (nAChR) competitive modulators,,high,already resolved
insecticides,"Ацетамиприд) НиппонСодаКо., Лтд",resolved,IRAC,4A,Nicotinic acetylcholine receptor (nAChR) competitive modulators,,high,already resolved
insecticides,ацетамиприда,unknown,,,группа не определена,,low,needs manual review
insecticides,бета-циперметрин,unknown,,,группа не определена,,low,needs manual review
insecticides,бета-циперметрин) Агро-Кеми Кфт. (Венгрия,unknown,,,группа не определена,,low,needs manual review
insecticides,бета-циперметрин) ПЕТЕРС & БУРГ Кфт.,unknown,,,группа не определена,,low,needs manual review
insecticides,бета-цифлутрин) Байер КропСайенс АГ,unknown,,,группа не определена,,low,needs manual review
insecticides,Бифентрин,unknown,,,группа не определена,bifenthrin,high,add alias
insecticides,Бифентрин) ФМС Кемикал,unknown,,,группа не определена,,low,needs manual review
insecticides,бифентрина,unknown,,,группа не определена,,low,needs manual review
insecticides,Бупрофезин) Ничино Юроп Ко. Лтд.,unknown,,,группа не определена,,low,needs manual review
insecticides,г/кг Клотианидин,resolved,IRAC,4A,Nicotinic acetylcholine receptor (nAChR) competitive modulators,,high,already resolved
insecticides,г/л лямбда-цигалотрин) ЮПЛ Холдингс Кооператив Ю.А.,resolved,IRAC,3A,Sodium channel modulators,,high,already resolved
insecticides,г/л Хлорантранилипрол,resolved,IRAC,28,Ryanodine receptor modulators,,high,already resolved
insecticides,Гамма-цигалотрин) «КЕМИНОВА А/С»,unknown,,,группа не определена,,low,needs manual review
insecticides,"Гекситиазокс) Ниппон Сода Ко., Лтд",unknown,,,группа не определена,,low,needs manual review
insecticides,Дельтаметрин,resolved,IRAC,3A,Sodium channel modulators,,high,already resolved
insecticides,Дельтаметрин) Байер КропСайенс АГ,resolved,IRAC,3A,Sodium channel modulators,,high,already resolved
insecticides,Дельтаметрин) Байер САС,resolved,IRAC,3A,Sodium channel modulators,,high,already resolved
insecticides,Диазинон,unknown,,,группа не определена,,low,needs manual review
insecticides,Диметоат,resolved,IRAC,1B,Acetylcholinesterase (AChE) inhibitors,,high,already resolved
insecticides,Диметоат) «КЕМИНОВА А/С»,resolved,IRAC,1B,Acetylcholinesterase (AChE) inhibitors,,high,already resolved
insecticides,Диоксид кремния,unknown,,,группа не определена,,low,needs manual review
insecticides,Дифеноконазол,unknown,,,группа не определена,difenoconazole,high,add alias
insecticides,дифеноноконазол,unknown,,,группа не определена,,low,needs manual review
insecticides,Дифловидазин) «Агро-Кеми Кфт.»,unknown,,,группа не определена,,low,needs manual review
insecticides,Дифлубензурон,unknown,,,группа не определена,,low,needs manual review
insecticides,Дифлубензурон) Ариста ЛайфСайенс Регистрейшнс Грейт Британ Лтд.,unknown,,,группа не определена,,low,needs manual review
insecticides,Зета-циперметрин,unknown,,,группа не определена,zeta-cypermethrin,high,add alias
insecticides,Имазалил,unknown,,,группа не определена,,low,needs manual review
insecticides,Имидаклоприд,resolved,IRAC,4A,Nicotinic acetylcholine receptor (nAChR) competitive modulators,,high,already resolved
insecticides,"Имидаклоприд) «Шандонг Вейфанг Рейбоу Кемикал Ко., Лтд.",resolved,IRAC,4A,Nicotinic acetylcholine receptor (nAChR) competitive modulators,,high,already resolved
insecticides,Имидаклоприд) Байер КропСайенс АГ,resolved,IRAC,4A,Nicotinic acetylcholine receptor (nAChR) competitive modulators,,high,already resolved
insecticides,Имидаклоприд) Гован Кроп Протекшен Лимитед,resolved,IRAC,4A,Nicotinic acetylcholine receptor (nAChR) competitive modulators,,high,already resolved
insecticides,Имидаклоприд) Рейбоу Агросайенс Кфт.,resolved,IRAC,4A,Nicotinic acetylcholine receptor (nAChR) competitive modulators,,high,already resolved
insecticides,Имидаклоприд) Рейнбоу Агросайенс Кфт.,resolved,IRAC,4A,Nicotinic acetylcholine receptor (nAChR) competitive modulators,,high,already resolved
insecticides,Индоксакарб,unknown,,,группа не определена,indoxacarb,high,add alias
insecticides,Ипродион,unknown,,,группа не определена,iprodione,high,add alias
insecticides,Клотианидин,resolved,IRAC,4A,Nicotinic acetylcholine receptor (nAChR) competitive modulators,,high,already resolved
insecticides,Клотианидин) Байер КропСайенс АГ,resolved,IRAC,4A,Nicotinic acetylcholine receptor (nAChR) competitive modulators,,high,already resolved
insecticides,Клотианидин) БАСФ Корпорэйшн,resolved,IRAC,4A,Nicotinic acetylcholine receptor (nAChR) competitive modulators,,high,already resolved
insecticides,Клофентезин,unknown,,,группа не определена,,low,needs manual review
insecticides,Люфенурон,unknown,,,группа не определена,,low,needs manual review
insecticides,лямбда-цигалотрин,resolved,IRAC,3A,Sodium channel modulators,,high,already resolved
insecticides,лямбда-цигалотрин) Агрия АД,resolved,IRAC,3A,Sodium channel modulators,,high,already resolved
insecticides,лямбда-цигалотрин) Рейбоу Агросайенс Кфт.,resolved,IRAC,3A,Sodium channel modulators,,high,already resolved
insecticides,лямбда-цигалотрин) Рейнбоу Агросайенс Кфт.,resolved,IRAC,3A,Sodium channel modulators,,high,already resolved
insecticides,лямбда-цигалотрин) СУЛФУР МИЛЛЗ ЛИМИТЕД,resolved,IRAC,3A,Sodium channel modulators,,high,already resolved
insecticides,Магния фосфид,unknown,,,группа не определена,,low,needs manual review
insecticides,Магния фосфид) Детиа Дегеш ГмбХ,unknown,,,группа не определена,,low,needs manual review
insecticides,Малатион,unknown,,,группа не определена,malathion,high,add alias
insecticides,Малатион) «КЕМИНОВА А/С»,unknown,,,группа не определена,,low,needs manual review
insecticides,Матрин,unknown,,,группа не определена,,low,needs manual review
insecticides,Метомил,unknown,,,группа не определена,,low,needs manual review
insecticides,Мефеноксам,unknown,,,группа не определена,,low,needs manual review
insecticides,Никотин,unknown,,,группа не определена,,low,needs manual review
insecticides,Новалурон,unknown,,,группа не определена,,low,needs manual review
insecticides,пенфлуфен) Байер КропСайенс АГ,unknown,,,группа не определена,,low,needs manual review
insecticides,пенцикурон,unknown,,,группа не определена,,low,needs manual review
insecticides,пенцикурон) Байер КропСайенс АГ,unknown,,,группа не определена,,low,needs manual review
insecticides,пенцикурон) Рейбоу Агросайенс Кфт.,unknown,,,группа не определена,,low,needs manual review
insecticides,перметрин,unknown,,,группа не определена,,low,needs manual review
insecticides,Пиметрозин,unknown,,,группа не определена,pymetrozine,high,add alias
insecticides,Пираклостробин) БАСФ Агро Б.В.,unknown,,,группа не определена,,low,needs manual review
insecticides,Пиретрины натуральные масляный экстракт,unknown,,,группа не определена,,low,needs manual review
insecticides,Пиридабен) Ниссан Кемикал Корпорейшн,unknown,,,группа не определена,,low,needs manual review
insecticides,Пиримифос-метил,unknown,,,группа не определена,pirimiphos-methyl,high,add alias
insecticides,Пиримифос-метил) СОЖАМ САС,unknown,,,группа не определена,,low,needs manual review
insecticides,Пирипроксифен,unknown,,,группа не определена,,low,needs manual review
insecticides,Пирипроксифен) Сумитомо Кемикал Агро Юроп С.А.С.,unknown,,,группа не определена,,low,needs manual review
insecticides,Протиоконазол,unknown,,,группа не определена,prothioconazole,high,add alias
insecticides,Прохлораз,unknown,,,группа не определена,prochloraz,high,add alias
insecticides,седаксан,unknown,,,группа не определена,sedaxane,high,add alias
insecticides,седаксана,unknown,,,группа не определена,,low,needs manual review
insecticides,Сера,unknown,,,группа не определена,,low,needs manual review
insecticides,Спиносад,unknown,,,группа не определена,spinosad,high,add alias
insecticides,Спиродиклофен,unknown,,,группа не определена,,low,needs manual review
insecticides,Спиромезифен) Байер КропСайенс АГ,unknown,,,группа не определена,,low,needs manual review
insecticides,Спиротетрамат,unknown,,,группа не определена,spirotetramat,high,add alias
insecticides,"Спиротетрамат) «Шандонг Вейфанг Рейбоу Кемикал Ко., Лтд.",unknown,,,группа не определена,,low,needs manual review
insecticides,Спиротетрамат) Байер КропСайенс АГ,unknown,,,группа не определена,,low,needs manual review
insecticides,Спиротетрамат) Глобакем НВ,unknown,,,группа не определена,,low,needs manual review
insecticides,Тебуконазол,unknown,,,группа не определена,tebuconazole,high,add alias
insecticides,Тебуконазол) Байер КропСайенс АГ,unknown,,,группа не определена,,low,needs manual review
insecticides,тебуконазола,unknown,,,группа не определена,,low,needs manual review
insecticides,Тебуфенпирад) БАСФ Агро Б.В.,unknown,,,группа не определена,,low,needs manual review
insecticides,Тефлутрин,unknown,,,группа не определена,,low,needs manual review
insecticides,Тиабендазол,unknown,,,группа не определена,,low,needs manual review
insecticides,Тиаклоприд,unknown,,,группа не определена,,low,needs manual review
insecticides,Тиаклоприд) Байер КропСайенс АГ,unknown,,,группа не определена,,low,needs manual review
insecticides,Тиаметоксам,resolved,IRAC,4A,Nicotinic acetylcholine receptor (nAChR) competitive modulators,,high,already resolved
insecticides,"Тиаметоксам) «Шандонг Вейфанг Рейбоу Кемикал Ко., Лтд.",resolved,IRAC,4A,Nicotinic acetylcholine receptor (nAChR) competitive modulators,,high,already resolved
insecticides,Тиофанат - метил,unknown,,,группа не определена,,low,needs manual review
insecticides,тритиконазол,unknown,,,группа не определена,triticonazole,high,add alias
insecticides,Феназахин) Гован Кроп Протекшен Лимитед,unknown,,,группа не определена,,low,needs manual review
insecticides,Фенитротион,unknown,,,группа не определена,,low,needs manual review
insecticides,Фенитротион) Сумитомо Кемикал Агро Юроп С.А.С.,unknown,,,группа не определена,,low,needs manual review
insecticides,Феноксикарб,unknown,,,группа не определена,,low,needs manual review
insecticides,Фенпироксимат) Ничино Юроп Ко. Лтд.,unknown,,,группа не определена,,low,needs manual review
insecticides,Фипронил,unknown,,,группа не определена,fipronil,high,add alias
insecticides,Фипронил) БАСФ Агро Б.В.,unknown,,,группа не определена,,low,needs manual review
insecticides,Флоникамид) ИСК Биосаенсис Юроп Н.В.,unknown,,,группа не определена,,low,needs manual review
insecticides,Флубендиамид) Байер КропСайенс АГ,unknown,,,группа не определена,,low,needs manual review
insecticides,флудиоксанил,unknown,,,группа не определена,,low,needs manual review
insecticides,Флудиоксонил,unknown,,,группа не определена,fludioxonil,high,add alias
insecticides,флудиоксонила,unknown,,,группа не определена,,low,needs manual review
insecticides,флуоксастробин,unknown,,,группа не определена,,low,needs manual review
insecticides,флуоксастробин) Байер КропСайенс АГ,unknown,,,группа не определена,,low,needs manual review
insecticides,Флуопиколид,unknown,,,группа не определена,,low,needs manual review
insecticides,Флутриафол,unknown,,,группа не определена,flutriafol,high,add alias
insecticides,Фосмет) Гован Кроп Протекшен Лимитед,unknown,,,группа не определена,,low,needs manual review
insecticides,Хлорантранилипрол,resolved,IRAC,28,Ryanodine receptor modulators,,high,already resolved
insecticides,Хлорантранилипрол) ЮПЛ Холдингс Кооператив Ю.А.,resolved,IRAC,28,Ryanodine receptor modulators,,high,already resolved
insecticides,Хлорпирифос,unknown,,,группа не определена,chlorpyrifos,high,add alias
insecticides,Хлорпирифос) «КЕМИНОВА А/С»,unknown,,,группа не определена,,low,needs manual review
insecticides,Хлорфлуазурон) ИСК Биосаенсис Юроп Н.В.,unknown,,,группа не определена,,low,needs manual review
insecticides,Циантранилипрол,unknown,,,группа не определена,cyantraniliprole,high,add alias
insecticides,циперметрин,unknown,,,группа не определена,cypermethrin,high,add alias
insecticides,циперметрин) Ариста ЛайфСайенс Бенилюкс СПРЛ,unknown,,,группа не определена,,low,needs manual review
insecticides,циперметрин) ФМС Кемикал,unknown,,,группа не определена,,low,needs manual review
insecticides,Ципроконазол,unknown,,,группа не определена,cyproconazole,high,add alias
insecticides,Экстракт натуральных пиретринов) «РУССКИЙ ПИРЕТРУМ»,unknown,,,группа не определена,,low,needs manual review
insecticides,Эмамектин бензоат,unknown,,,группа не определена,emamectin benzoate,high,add alias
insecticides,Эсфенвалерат,unknown,,,группа не определена,esfenvalerate,high,add alias
insecticides,Эсфенвалерат) Сумитомо Кемикал Агро Юроп С.А.С.,unknown,,,группа не определена,,low,needs manual review
seed-treatments,Bacillus firmus( I-1582)) БАСФ Корпорэйшн,unknown,,,группа не определена,,low,needs manual review
seed-treatments,Азоксистробин,resolved,FRAC,11,QoI-fungicides / strobilurins,,high,already resolved
seed-treatments,Алюминия фосфид,unknown,,,группа не определена,,low,needs manual review
seed-treatments,Алюминия фосфид) Детиа Дегеш ГмбХ,unknown,,,группа не определена,,low,needs manual review
seed-treatments,Алюминия фосфид) Рейнбоу Кропсайенсиз Кфт.,unknown,,,группа не определена,,low,needs manual review
seed-treatments,Ацетамиприд,resolved,IRAC,4A,Nicotinic acetylcholine receptor (nAChR) competitive modulators,,high,already resolved
seed-treatments,"Ацетамиприд) Ниппон Сода Ко., Лтд",resolved,IRAC,4A,Nicotinic acetylcholine receptor (nAChR) competitive modulators,,high,already resolved
seed-treatments,Ацибензолар-С-метил,unknown,,,группа не определена,,low,needs manual review
seed-treatments,Беномил,unknown,,,группа не определена,,low,needs manual review
seed-treatments,бета-цифлутрин) Байер КропСайенс АГ,unknown,,,группа не определена,,low,needs manual review
seed-treatments,Бифентрин,unknown,,,группа не определена,bifenthrin,high,add alias
seed-treatments,Бифентрин) ФМС Кемикал,unknown,,,группа не определена,,low,needs manual review
seed-treatments,"ВалидамицинStreptomyce shygroscopicussubsp, «limoneus» ВКПМАС-1966",unknown,,,группа не определена,,low,needs manual review
seed-treatments,г/л Карбендазим,resolved,FRAC,1,MBC-fungicides,,high,already resolved
seed-treatments,г/л Пираклостробин,resolved,FRAC,11,QoI-fungicides / strobilurins,,high,already resolved
seed-treatments,г/л Протиоконазол,resolved,FRAC,3,DMI-fungicides / SBI Class I,,high,already resolved
seed-treatments,г/л Тебуконазол,resolved,FRAC,3,DMI-fungicides / SBI Class I,,high,already resolved
seed-treatments,г/л флудиоксанил,unknown,,,группа не определена,,low,needs manual review
seed-treatments,г/л Флудиоксонил,resolved,FRAC,12,Phenylpyrroles / PP,,high,already resolved
seed-treatments,Гимексазол,resolved,FRAC,32,Heteroaromatics,,high,already resolved
seed-treatments,"Гимексазол) Мицуи Кемикалс Агро, Инк.",resolved,FRAC,32,Heteroaromatics,,high,already resolved
seed-treatments,Дельтаметрин) Байер САС,resolved,IRAC,3A,Sodium channel modulators,,high,already resolved
seed-treatments,Диоксид кремния,unknown,,,группа не определена,,low,needs manual review
seed-treatments,Дифеноконазол,resolved,FRAC,3,DMI-fungicides / SBI Class I,,high,already resolved
seed-treatments,дифеноноконазол,unknown,,,группа не определена,,low,needs manual review
seed-treatments,Имазалил,unknown,,,группа не определена,,low,needs manual review
seed-treatments,Имазалил) ПЕТЕРС & БУРГ Кфт.,unknown,,,группа не определена,,low,needs manual review
seed-treatments,Имидаклоприд,resolved,IRAC,4A,Nicotinic acetylcholine receptor (nAChR) competitive modulators,,high,already resolved
seed-treatments,Имидаклоприд) Гован Кроп Протекшен Лимитед,resolved,IRAC,4A,Nicotinic acetylcholine receptor (nAChR) competitive modulators,,high,already resolved
seed-treatments,Имидаклоприд) Рейбоу Агросайенс Кфт.,resolved,IRAC,4A,Nicotinic acetylcholine receptor (nAChR) competitive modulators,,high,already resolved
seed-treatments,Имидаклоприд) Рейнбоу Агросайенс Кфт.,resolved,IRAC,4A,Nicotinic acetylcholine receptor (nAChR) competitive modulators,,high,already resolved
seed-treatments,Ипконазол,unknown,,,группа не определена,,low,needs manual review
seed-treatments,Ипконазол) ЮПЛ Холдингс Кооператив Ю.А.,unknown,,,группа не определена,,low,needs manual review
seed-treatments,Ипродион,resolved,FRAC,2,Dicarboximides,,high,already resolved
seed-treatments,Ипродион) ФМС Кемикал,resolved,FRAC,2,Dicarboximides,,high,already resolved
seed-treatments,калий азотнокислый,unknown,,,группа не определена,,low,needs manual review
seed-treatments,калий фосфорнокислый,unknown,,,группа не определена,,low,needs manual review
seed-treatments,карбамид,unknown,,,группа не определена,,low,needs manual review
seed-treatments,Карбендазим,resolved,FRAC,1,MBC-fungicides,,high,already resolved
seed-treatments,Карбендазим) «Агро-Кеми Кфт.»,resolved,FRAC,1,MBC-fungicides,,high,already resolved
seed-treatments,Карбоксин,resolved,FRAC,7,SDHI-fungicides,,high,already resolved
seed-treatments,Карбофуран) «Агро-Кеми Кфт.»,unknown,,,группа не определена,,low,needs manual review
seed-treatments,Клотианидин,resolved,IRAC,4A,Nicotinic acetylcholine receptor (nAChR) competitive modulators,,high,already resolved
seed-treatments,Клотианидин) Байер КропСайенс АГ,resolved,IRAC,4A,Nicotinic acetylcholine receptor (nAChR) competitive modulators,,high,already resolved
seed-treatments,Клотианидин) БАСФ Корпорэйшн,resolved,IRAC,4A,Nicotinic acetylcholine receptor (nAChR) competitive modulators,,high,already resolved
seed-treatments,Крезоксим-метил,resolved,FRAC,11,QoI-fungicides / strobilurins,,high,already resolved
seed-treatments,магний сернокислый,unknown,,,группа не определена,,low,needs manual review
seed-treatments,Магния фосфид,unknown,,,группа не определена,,low,needs manual review
seed-treatments,Магния фосфид) Детиа Дегеш ГмбХ,unknown,,,группа не определена,,low,needs manual review
seed-treatments,Масло чайного дерева,unknown,,,группа не определена,,low,needs manual review
seed-treatments,Металаксил,resolved,FRAC,4,Phenylamides / PA-fungicides,,high,already resolved
seed-treatments,Металаксил ) Байер КропСайенс АГ,resolved,FRAC,4,Phenylamides / PA-fungicides,,high,already resolved
seed-treatments,Мефеноксам,resolved,FRAC,4,Phenylamides / PA-fungicides,,high,already resolved
seed-treatments,мефеноксама,unknown,,,группа не определена,,low,needs manual review
seed-treatments,Оксатиапипролин,unknown,,,группа не определена,,low,needs manual review
seed-treatments,пенфлуфен,unknown,,,группа не определена,penflufen,high,add alias
seed-treatments,пенфлуфен) Байер КропСайенс АГ,unknown,,,группа не определена,,low,needs manual review
seed-treatments,пенцикурон,resolved,FRAC,20,Phenylureas,,high,already resolved
seed-treatments,пенцикурон) Байер КропСайенс АГ,resolved,FRAC,20,Phenylureas,,high,already resolved
seed-treatments,пенцикурон) Рейбоу Агросайенс Кфт.,resolved,FRAC,20,Phenylureas,,high,already resolved
seed-treatments,Пикоксистробин,resolved,FRAC,11,QoI-fungicides / strobilurins,,high,already resolved
seed-treatments,Пираклостробин,resolved,FRAC,11,QoI-fungicides / strobilurins,,high,already resolved
seed-treatments,Пираклостробин) «БАСФ СЕ»,resolved,FRAC,11,QoI-fungicides / strobilurins,,high,already resolved
seed-treatments,Пираклостробин) БАСФ Агро Б.В.,resolved,FRAC,11,QoI-fungicides / strobilurins,,high,already resolved
seed-treatments,Пираклостробин - протиоконазол,unknown,,,группа не определена,,low,needs manual review
seed-treatments,пираклостробина,unknown,,,группа не определена,,low,needs manual review
seed-treatments,Пиримифос-метил,unknown,,,группа не определена,pirimiphos-methyl,high,add alias
seed-treatments,Пиримифос-метил) СОЖАМ САС,unknown,,,группа не определена,,low,needs manual review
seed-treatments,Поли-бета-гидроксимасля ная кислота,unknown,,,группа не определена,,low,needs manual review
seed-treatments,протиоконазала) Байер КропСайенс АГ,unknown,,,группа не определена,,low,needs manual review
seed-treatments,Протиоконазол,resolved,FRAC,3,DMI-fungicides / SBI Class I,,high,already resolved
seed-treatments,Прохлораз,resolved,FRAC,3,DMI-fungicides / SBI Class I,,high,already resolved
seed-treatments,Прохлораз) БАСФ Агро Б.В.,resolved,FRAC,3,DMI-fungicides / SBI Class I,,high,already resolved
seed-treatments,седаксан,resolved,FRAC,7,SDHI-fungicides,,high,already resolved
seed-treatments,седаксана,unknown,,,группа не определена,,low,needs manual review
seed-treatments,Тебуконазол,resolved,FRAC,3,DMI-fungicides / SBI Class I,,high,already resolved
seed-treatments,Тебуконазол) Байер КропСайенс АГ,resolved,FRAC,3,DMI-fungicides / SBI Class I,,high,already resolved
seed-treatments,тебуконазола,unknown,,,группа не определена,,low,needs manual review
seed-treatments,Тефлутрин,unknown,,,группа не определена,,low,needs manual review
seed-treatments,Тиабендазол,unknown,,,группа не определена,,low,needs manual review
seed-treatments,Тиаметоксам,resolved,IRAC,4A,Nicotinic acetylcholine receptor (nAChR) competitive modulators,,high,already resolved
seed-treatments,Тиофанат - метил,resolved,FRAC,1,MBC-fungicides,,high,already resolved
seed-treatments,Тирам,resolved,FRAC,M03,Dithiocarbamates and relatives,,high,already resolved
seed-treatments,Тирам) ЮПЛ Холдингс Кооператив Ю.А.,resolved,FRAC,M03,Dithiocarbamates and relatives,,high,already resolved
seed-treatments,Триадименол,unknown,,,группа не определена,,low,needs manual review
seed-treatments,тритиконазол,resolved,FRAC,3,DMI-fungicides / SBI Class I,,high,already resolved
seed-treatments,тритиконазол) БАСФ Агро Б.В.,resolved,FRAC,3,DMI-fungicides / SBI Class I,,high,already resolved
seed-treatments,Фипронил,unknown,,,группа не определена,fipronil,high,add alias
seed-treatments,флудиоксанил,unknown,,,группа не определена,,low,needs manual review
seed-treatments,Флудиоксонил,resolved,FRAC,12,Phenylpyrroles / PP,,high,already resolved
seed-treatments,Флудиоксонил) Байер КропСайенс АГ,resolved,FRAC,12,Phenylpyrroles / PP,,high,already resolved
seed-treatments,Флудиоксонил) БАСФ Агро Б.В.,resolved,FRAC,12,Phenylpyrroles / PP,,high,already resolved
seed-treatments,флудиоксонила,unknown,,,группа не определена,,low,needs manual review
seed-treatments,флуксапироксад,resolved,FRAC,7,SDHI-fungicides,,high,already resolved
seed-treatments,флуксапироксад) «БАСФ СЕ»,resolved,FRAC,7,SDHI-fungicides,,high,already resolved
seed-treatments,флуоксастробин,resolved,FRAC,11,QoI-fungicides / strobilurins,,high,already resolved
seed-treatments,флуоксастробин) Байер КропСайенс АГ,resolved,FRAC,11,QoI-fungicides / strobilurins,,high,already resolved
seed-treatments,Флуопиколид,resolved,FRAC,43,Benzamides,,high,already resolved
seed-treatments,Флуопирам) Байер КропСайенс АГ,resolved,FRAC,7,SDHI-fungicides,,high,already resolved
seed-treatments,Флутриафол,resolved,FRAC,3,DMI-fungicides / SBI Class I,,high,already resolved
seed-treatments,Флутриафол) «КЕМИНОВА А/С»,resolved,FRAC,3,DMI-fungicides / SBI Class I,,high,already resolved
seed-treatments,Циантранилипрол,unknown,,,группа не определена,cyantraniliprole,high,add alias
seed-treatments,Ципроконазол,resolved,FRAC,3,DMI-fungicides / SBI Class I,,high,already resolved
